Tên công việc,Công ty,Bằng cấp,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Số lượng,Yêu cầu,Link
Nhân Viên Marketing,Công Ty TNHH Saigon Camp,Cao đẳng,15 - 20 triệu,TP.HCM,21/12/2023,Chuyên viên- nhân viên,Khách sạn - Nhà hàng - Du lịch/Thực phẩm - Đồ uống/Marketing,1 năm,Toàn thời gian cố định,2,"- Có gu thẩm mỹ tốt, thích cái đẹp- Tốt nghiệp Cao đẳng trở lên các chuyên ngành Marketing, Truyền thông, Quản trị kinh doanh, công nghệ thông…, có kiến thức về Marketing…- Ưu tiên ứng viên có kinh nghiệm làm việc ở vị trí Marketing online hoặc các vị trí tương đương- Có kinh nghiệm chạy các chiến dịch Marketing trên các nền tảng mạng xã hội- Có kinh nghiệm trên quản lý fanpage,... kinh nghiệm viết content chạy ads, biết phân tích insight- Cầu tiến, ham học hỏi, trung thực, trách nhiệm và chịu khó",https://vieclam24h.vn/khach-san-nha-hang-du-lich/nhan-vien-marketing-c5p122id200293808.
Nhân Viên Kinh Doanh (Biết Tiếng Anh),Công Ty TNHH Việt Nam Paiho,Trung cấp,8 - 15 triệu,TP.HCM,21/12/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Biên phiên dịch/Marketing,Chưa có kinh nghiệm,Toàn thời gian cố định,3,"- Proficient in Microsoft Office (Excel, Word,...)- Know how to organize work, work in groups and work independently- English communication- Having TOEIC, IELTS, ... is an advantage",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-biet-tieng-anh-c13p122id200288775.
Trưởng Nhóm Marketing,Công Ty Cổ Phần Thực Phẩm Sức Khỏe Việt,Trung cấp,10 - 20 triệu,TP.HCM,21/12/2023,Quản lý nhóm- giám sát,Marketing/Thông tin - Truyền thông - Quảng cáo,1 năm,Toàn thời gian cố định,1,"- Tối thiểu 01 năm ở vị trí tương đương, có kinh nghiệm ngành yến là một lợi thế.- Có kinh nghiệm thiết lập chính sách thương mại, chương trình gắn kết đối tác- Có kinh nghiệm đi thị trường và nghiên cứu, phân tích điểm bán ngành sữa, thực phẩm bổ sung.- Trách nhiệm, chủ động và sáng tạo trong công việc",https://vieclam24h.vn/marketing/truong-nhom-marketing-c12p122id200293869.
Nhân Viên Digital Marketing (Facebook Ads / Google Ads),Công Ty Tnhh Thương Mại Dịch Vụ Xuất Nhập Khẩu Bách Hoá Việt Mỹ,Cao đẳng,10 - 15 triệu,TP.HCM,21/12/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo/Truyền hình - Báo chí - Biên tập,1 năm,Toàn thời gian cố định,1,"- Am hiểu các kênh quảng cáo online như FA, GA, CC. Có kinh nghiệm chạy tối thiểu 01 năm, ngân sách trung bình mỗi tháng khoảng hơn 100 triệu. Ưu tiên ứng viên từng chạy lĩnh vực F&B , điện máy, điện lạnh, giải trí.- Ham học hỏi, nhiệt tình, năng lượng, sẵn sàng thử thách- Có khả năng sử dụng cơ bản các công cụ chỉnh sửa ảnh, video là một lợi thế- Thời gian làm việc từ 8h – 13h ; 13h – 17h từ thứ 2 – thứ 6 hoặc linh động thời gian.",https://vieclam24h.vn/marketing/nhan-vien-digital-marketing-facebook-ads-google-ads-c12p122id200293017.
Brand Intern - Team Bánh Gạo,Công Ty Cổ Phần Sữa Quốc Tế,Đại học,3 - 5 triệu,TP.HCM,21/12/2023,Cộng tác viên,Marketing/Thực tập sinh,Chưa có kinh nghiệm,Thực tập,1,"Thái độ: Chịu khó – Trung thực – Quyết liệtKiến thức/ kỹ năng chuyên môn tối thiểu:- Đại học- Đã từng đi làm công việc văn phòngKiến thức/ Kỹ năng mềm, lãnh đạo (nếu có):- Kỹ năng quan sát- Kỹ năng giải quyết vấn đề- Kỹ năng quản lý thời gian",https://vieclam24h.vn/marketing/brand-intern-team-banh-gao-c12p122id200293640.
Nhân Viên Quay Dựng Video,Công Ty TNHH Nhà Hàng Hàn Quốc Meat & Meet,Trung học,20 - 25 triệu,TP.HCM,21/12/2023,Chuyên viên- nhân viên,Marketing/Truyền hình - Báo chí - Biên tập/Nghề nghiệp khác,3 năm,Toàn thời gian cố định,1,"- Kinh Nghiệm: Trên 3 Năm- Giới tính: Nam- Tuổi: Trên 25 Tuổi- Yêu cầu gửi Video Mẫu để xét năng lực- Làm việc từ thứ 2 đến thứ 7 (CN nghỉ)- Kỹ thuật quay và dựng video cao, biết sử dụng nhiều loại thiết bị khác nhau, sáng tạo và tích cực có đam mê trong lĩnh vực này.",https://vieclam24h.vn/marketing/nhan-vien-quay-dung-video-c12p122id200286953.
Kỹ Thuật Viên Hỗ Trợ Chuyên Môn,Công Ty TNHH Y Nha Khoa 3D,Đại học,8 - 12 triệu,TP.HCM,21/12/2023,Chuyên viên- nhân viên,Y tế - Chăm sóc sức khỏe/Marketing,Dưới 1 năm,Toàn thời gian cố định,1,"- Tốt nghiệp Bác sĩ, điều dưỡng, kỹ thuật viên các chuyên ngành Y Nha khoa.- Không yêu cầu kinh nghiệm, sẽ được đào tạo.- Sức khỏe tốt, trung thực và chịu khó trong công việc.- Tư duy phân tích am hiểu công nghệ.- Kỹ năng Tiếng Anh tốt là một điểm cộng.",https://vieclam24h.vn/y-te-cham-soc-suc-khoe/ky-thuat-vien-ho-tro-chuyen-mon-c21p122id200291765.
Nhân Viên Sản Xuất Sự Kiện / Event Production Excutive,Công Ty TNHH TM DV SX Key Communications,Cao đẳng,10 - 18 triệu,TP.HCM,21/12/2023,Chuyên viên- nhân viên,Thông tin - Truyền thông - Quảng cáo/Truyền hình - Báo chí - Biên tập/Marketing,1 năm,Toàn thời gian cố định,1,"- Nam, có 1-2 kinh nghiệm làm vị trí production mảng sự kiện- Có mối quan hệ với các nhà cung cấp trong lĩnh vực sự kiện- Có khả năng làm việc độc lập và làm việc nhóm.",https://vieclam24h.vn/thong-tin-truyen-thong-quang-cao/nhan-vien-san-xuat-su-kien-event-production-excutive-c24p122id200287952.
Trưởng Bộ Phận Tiếp Thị - Làm Việc Tại Đà Nẵng,Công Ty CP Tôn Đông Á,Đại học,12 - 20 triệu,Đà Nẵng,18/12/2023,Quản lý cấp trung,Bán hàng - Kinh doanh/Marketing,2 năm,Toàn thời gian cố định,2,"-  Giới tính Nam- Độ tuổi: 25-35- Bằng cấp: Đại học trở lên ngành Quản trị Kinh doanh/ Thương mại/ Marketing- Kinh nghiệm: Có trên 2 năm kinh nghiệm ở vị trí tương đương. Ưu tiên ứng viên có kinh nghiệm thực tế với ngành tôn, thép, ..-. Thực hiện những công việc khác theo sự chỉ đạo của cấp trên",https://vieclam24h.vn/ban-hang-kinh-doanh/truong-bo-phan-tiep-thi-lam-viec-tai-da-nang-c13p104id200289792.
Nhân Viên Kinh Doanh Posm (Account Manger),Công Ty TNHH Quảng Cáo Thương Mại - Dịch Vụ - Sản Xuất Vô Cực,Trung cấp,12 - 18 triệu,TP.HCM,14/12/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Marketing,2 năm,Toàn thời gian cố định,2,"- Kinh nghiệm làm việc: tối thiểu 02 năm ở vị trí tương đương, am hiểu thị trường sản xuất quảng cáo POSM, event, activation.- Phải có kiến thức tốt về kinh doanh, trade marketing, thương hiệu.- Thành thạo tin học văn phòng: Word, Excel, Power point- Ưu tiên đã có kinh nghiệm kinh doanh trong lĩnh vực sản xuất POSM và các ngành liên quan. Có mối quan hệ rộng trong lĩnh vực.- Năng động, nhạy bén, quản lý, có tinh thần trách nhiệm.",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-posm-account-manger-c13p122id200288898.
Nhân Viên Digital Marketing,Công Ty TNHH Bánh Kẹo Tân Thế Kỷ,Cao đẳng,13 - 15 triệu,TP.HCM,12/12/2023,Quản lý nhóm- giám sát,Marketing/Truyền hình - Báo chí - Biên tập,2 năm,Toàn thời gian cố định,3,"· Tốt nghiệp Cao đẳng/Đại học chuyên ngành Marketing, quản trị kinh doanh, hoặc các chuyên ngành khác có liên quan.· Am hiểu về các công cụ Digital Marketing: Am hiểu về SEO, PPC, Google AdWords, hệ thông quản trị nội dung· Hiểu biết hoặc có kinh nghiệm sử dụng các công cụ sô và các kênh truyền thông sô.· Nhạy bén, quan sát tốt, biết cách nắm bắt xu hương về sản phẩm/ giải pháp của công ty trên thị trường.· Ít nhất 2 năm kinh nghiệm làm Digital Marketing· Kỹ năng làm việc nhóm, cẩn thận, tỉ mỉ và tập trung vào mục tiêu, có tư duy logic tôt, nắm bắt công việc nhanh, khả năng phân tích tôt.· Ưu tiên các ứng viên biết sử dụng cơ bản về chụp hình và quay, chỉnh sửa video.· Làm việc độc lập hiệu quả.",https://vieclam24h.vn/marketing/nhan-vien-digital-marketing-c12p122id200291785.
Social Media & Digital Marketing Manager,Công Ty Cổ Phần Dịch Vụ Tang Lễ Blackstones,Cao đẳng,15 - 20 triệu,TP.HCM,12/12/2023,Quản lý cấp trung,Marketing/Bán hàng - Kinh doanh/Thông tin - Truyền thông - Quảng cáo,2 năm,Toàn thời gian cố định,1,"Tốt nghiệp Cao đẳng trở lên. Chuyên ngành Marketing, Truyền thông, Báo chí,... hoặc các chuyên ngành liên quanCó kinh nghiệm ít nhất 2 năm ở vị trí tương đương. Ưu tiên có kinh nghiệm lên ý tưởng sáng tạo cho các sản phẩm/ dịch vụ phân khúc cao cấpKhả năng viết xuất sắc và phân tích đa dạng cho nhiều loại hình truyền thông, nhiều đối tượng khách hàng khác nhauKỹ năng phân tích thị trường, tâm lý và khả năng nắm bắt thông tin tốtKỹ năng giao tiếp và trình bày thuyết phụcKết hợp làm việc nhóm và quản lý thời gian hiệu quả",https://vieclam24h.vn/marketing/social-media-digital-marketing-manager-c12p122id200291816.
Giám Sát Bán Hàng Đi Làm Ngay Tại Hồ Chí Minh,Công Ty TNHH Ferroli Asean,Cao đẳng,10 - 20 triệu,TP.HCM,10/12/2023,Quản lý nhóm- giám sát,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Bán hàng - Kinh doanh/Marketing,2 năm,Toàn thời gian cố định,2,"- Ngoại hình khá, sức khỏe tốt.- Trình độ: Cao đẳng trở lên chuyên ngành kinh tế, kinh doanh, Marketing, hoặc các lĩnh vực có liên quan- Thành thạo kỹ năng tin học văn phòng, kiến thức về thị trường tiêu dùng và ngành nghề chuyên môn- Có ít nhất 2 năm kinh nghiệm ở vị trí tuyển dụng. Ưu tiên ứng viên có kinh nghiệm trong ngành vật liệu xây dựng và trang trí nội thất.- Có khả năng làm việc trong môi trường cạnh tranh, chịu được áp lực công việc.- Khả năng thương lượng và thuyết trình tốt, giao tiếp tốt",https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giam-sat-ban-hang-di-lam-ngay-tai-ho-chi-minh-c6p122id200286826.
Nhân Viên Digital Facebook Ads / Digital Google Ads,Công Ty TNHH Leetray,Không yêu cầu bằng cấp,10 - 20 triệu,TP.HCM,07/12/2023,Chuyên viên- nhân viên,Marketing/Thiết kế - Sáng tạo nghệ thuật/Thông tin - Truyền thông - Quảng cáo,1 năm,Toàn thời gian cố định,2,"Có kinh nghiệm trong lĩnh vực liên quanƯu tiên có kinh nghiệm trong lĩnh vực nha khoa, thẩm mỹLinh hoạt, sáng tạo, năng động, hòa đồng, vui vẻ, ham học hỏi, nắm bắt vấn đề nhanh",https://vieclam24h.vn/marketing/nhan-vien-digital-facebook-ads-digital-google-ads-c12p122id200290599.
Thư Ký Giám Đốc,Hệ Thống Trường Mầm Non Minh Trí,Cao đẳng,8 - 12 triệu,TP.HCM,06/12/2023,Chuyên viên- nhân viên,Hành chính - Thư ký/Giáo dục - Đào tạo/Marketing,1 năm,Toàn thời gian cố định,1,"- Có kinh nghiệm hành chính (ưu tiên ngành giáo dục).- Có bằng tốt nghiệp cao đẳng hoặc đại học- Có tinh thần trách nhiệm, chủ động trong công việc.- Có khả năng giao tiếp tốt.- Có hình thức khá.- Làm việc tại quận 7 và có thể đi công tác tỉnh.",https://vieclam24h.vn/hanh-chinh-thu-ky/thu-ky-giam-doc-c1p122id200290301.
Giám Đốc Kinh Doanh (Cửa Nội Thất),Công Ty Cổ Phần Gopco Việt Nam,Đại học,20 - 30 triệu,Hà Nội,06/12/2023,Quản lý cấp cao,Bán hàng - Kinh doanh/Kiến trúc - Thiết kế nội ngoại thất/Marketing,3 năm,Toàn thời gian cố định,1,"Trình độ: Đại học trở lên, tốt nghiệp các ngành liên quan (Ngoại thương; Kinh tế; Quản trị kinh doanh...) Tốt nghiệp đại học trở lên các ngành: Marketing, Truyền thông,…Ưu tiên ứng viên có ít nhất 3-5 năm kinh nghiệm tại vị trí Trưởng phòng Kinh doanh, Giám đốc Kinh doanh hoặc Trưởng phòng, giám đốc marketing trong lĩnh vực cửa nội thất, cửa gỗ chống cháy, cửa an toàn, phòng ốc trang trí.Ưu tiên ứng viên biết triển khai công cụ marketing: Facebook ADs, Google Ads, Tiktok ....Kỹ năng hoạch định và lập kế hoạchKỹ năng quản lý, lãnh đạo và điều hành nhân viênKỹ năng xử lý tình huống nhanh nhạy, quyết đoán",https://vieclam24h.vn/ban-hang-kinh-doanh/giam-doc-kinh-doanh-cua-noi-that-c13p73id200290303.
Nhân Viên Sale Admin,Công Ty TNHH Nhựa Tân Lập Thành,Cao đẳng,8 - 9 triệu,TP.HCM,05/12/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh/Hành chính - Thư ký,2 năm,Toàn thời gian cố định,2,"Sử dụng thành thạo vi tính văn phòngTiếng anh giao tiếp được đặc biệt đọc và trả lời email hoặc bằng văn bảnNhanh nhẹn, chính xác, cẩn thận và trung thựcGiao tiếp tốtLắng ngheThời gian làm việc từ thứ 2 đến hết thứ 7.Lưu ý: Làm việc tại 19 Triệu Quang Phục, Phường 10, Quận 5, Tp. HCMNộp hồ sơ: 322 A Hồ Học Lãm, An Lạc, Bình Tân, Tp.HCM",https://vieclam24h.vn/marketing/nhan-vien-sale-admin-c12p122id200286525.
Giám Sát Tiếp Thị PG Thị Trường - Đồng Tháp (PG Supervisor / District Trade Manager) - Ngành Sữa Abbott,Abbott Việt Nam,Cao đẳng,20 - 25 triệu,Đồng Tháp,05/12/2023,Quản lý nhóm- giám sát,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Bán hàng - Kinh doanh/Marketing,3 năm,Toàn thời gian cố định,1,"- Tốt nghiệp Cao Đẳng trở lên.- Giao tiếp tốt, nhanh nhẹn, trung thực.- Có kinh nghiệm công việc tương đương về PG/Activation Supervisor, Trade Marketing Supervisor, Giám sát bán hàng, Giám sát kinh doanh, Sales Supervisor, Sale Team Leader.....trong ngành hàng sữa/FMCG/consumer.- Có kinh nghiệm, khả năng quản lý và đào tạo đội ngũ nhân viên với số lượng lớn.- Có thể đi field và chịu được áp lực công việc cao.- Kĩ năng sử dụng vi tính văn phòng tốt: Làm báo cáo và phân tích, đọc hiểu số liệu.",https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giam-sat-tiep-thi-pg-thi-truong-dong-thap-pg-supervisor-district-trade-manager-nganh-sua-abbott-c6p128id200226128.
Nhân Viên Content Creator (Marketing),Công Ty TNHH TM Hồng Ký Mì Gia,Trung cấp,8 - 12 triệu,TP.HCM,05/12/2023,Chuyên viên- nhân viên,Chăm sóc khách hàng/Marketing/Hành chính - Thư ký,1 năm,Toàn thời gian cố định,2,"- Có 1 năm ở vị trí tương đương- Sáng tạo, hiểu biết về cách viết bài SEO - Tinh thần trách nhiệm cao, đảo đảm đúng tiến độ được yêu cầu.- Kỹ năng giao tiếp và làm việc nhóm tốt- Đọc hiểu báo cáo từ Google Analytics liên quan đến nội dung bài viết",https://vieclam24h.vn/cham-soc-khach-hang/nhan-vien-content-creator-marketing-c30p122id200285450.
Content Marketing Executive,Hộ Kinh Doanh Léger,Đại học,5 - 12 triệu,TP.HCM,05/12/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo/Thiết kế - Sáng tạo nghệ thuật,2 năm,Bán thời gian cố định,1,"-       Dùng được social media-       Biết tiếng anh, tiếng hoa là một lợi thế-       Chỉ tuyển các bạn có kinh nghiệm trong ngành thời trang",https://vieclam24h.vn/marketing/content-marketing-executive-c12p122id200287146.
Nữ Nhân Viên Marketing,Công Ty Tnhh Trầm Hương Ba Son,Cao đẳng,10 - 20 triệu,TP.HCM,01/12/2023,Chuyên viên- nhân viên,Marketing,1 năm,Theo hợp đồng tư vấn,3,"Chuyên ngành: tốt nghiệp ngành Marketing, CNTT, TMĐT,…/ báo chí/ truyền thông hoặc ngành liên quanTrình độ: đại học / cao đẳngGiới tính: Nữ có ngoại hìnhNgoại ngữ: tiếng trungĐộ tuổi 25-30 tuổiKỹ năng Giao tiếp, đàm phán: Là một trong số những kỹ năng ứng dụng cần thiết cho nhân viên marketingXây dựng và duy trì mạng lưới quan hệ tích cực.Khả năng teamwork.Báo cáo kết quả nghiên cứu.Thấu hiểu khách hàng.Yêu cầu chuyên môn:-      1 năm kinh nghiệm sử dụng các công cụ quảng cáo Facebook Ads, Google Ads.-      Hiểu biết về các kênh truyền thông và các công cụ digital marketing.-      Sáng tạo, năng động, nhạy bén.-      Hiểu biết phân tích từ khóa SEO, và setup được Fb Ads, GDN,…-      Có khả năng làm việc độc lập và nhóm",https://vieclam24h.vn/marketing/nu-nhan-vien-marketing-c12p122id200288627.
Nhân Viên Vận Hành Sàn Thương Mại Điện Tử (E Commerce) - Biết Tiếng Trung,Công Ty TNHH Hebe Style,Cao đẳng,9 - 15 triệu,TP.HCM,01/12/2023,Chuyên viên- nhân viên,Marketing/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Thông tin - Truyền thông - Quảng cáo,1 năm,Toàn thời gian cố định,2,"- Tốt nghiệp cử nhân- Có ít nhất 1 năm kinh nghiệm làm việc vận hành cửa hàng Shopee và Lazada, ưu tiên có kinh nghiệm trong lĩnh vực sức khoẻ & sắc đẹp.- Có kiến thức về vận hành nền tảng và nắm rõ các quy định.- Có độ nhạy cao với dữ liệu và có thể chủ động phân tích vấn đề và đưa ra giải pháp, đặc biệt là về quảng cáo.- Giao tiếp tốt và có tinh thần tự chủ cao, có thể hoàn thành công việc một mình.- Có kỹ năng cơ bản về PS- Có thể nói tiếng Trung hoặc tiếng Anh ",https://vieclam24h.vn/marketing/nhan-vien-van-hanh-san-thuong-mai-dien-tu-e-commerce-biet-tieng-trung-c12p122id200288629.
