Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Account Manager (Thành thạo Tiếng Trung),"Zwsoft Vietnam Co., Ltd.",Thương Lượng,Hồ Chí Minh,15/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Tìm Kiếm Khách Hàng, Phát Triển Kinh Doanh, Kinh Doanh Phần Mềm, CAD Software, Bán Hàng Kỹ Thuật",https://www.vietnamworks.com/account-manager-thanh-thao-tieng-trung-1725499-jv?source=searchResults&searchType=2&placement=1725599&sortBy=date
Sales & Marketing Manager - FMCG Category,Con Cung Joint Stock Company,Thương Lượng,Hồ Chí Minh,24/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Campaign Strategy Development, Sales Strategy, Product Management, FMCG, Category Management",https://www.vietnamworks.com/sales-marketing-manager-fmcg-category-4-1-1-1--1718314-jv?source=searchResults&searchType=2&placement=1718414&sortBy=date
Trưởng Phòng Marketing,Công Ty Cổ Phần Nhân Lực Quốc Tế Ang,$800 - $1200,Hà Nội,24/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Management, Marketing Online, Facebook Ads, Google Ads, Google Adwords",https://www.vietnamworks.com/truong-phong-marketing--1718139-jv?source=searchResults&searchType=2&placement=1718239&sortBy=date
Junior Marketing Officer– Lynden Group,Công Ty TNHH Lynden Việt Nam,Thương Lượng,"Hồ Chí Minh, Hà Nội, Thừa Thiên Huế",24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Google Ads, Data Analysis, English, Digital Marketing, Reporting",https://www.vietnamworks.com/junior-marketing-officer-lynden-group-1718125-jv?source=searchResults&searchType=2&placement=1718225&sortBy=date
"Chuyên Viên Thiết Kế Đồ Họa Full Time (6,5 Tiếng/ngày) - 17 - 22 Triệu",Công Ty TNHH Thương Mại Quốc Tế BlueStars,$600 - $800,Hà Nội,24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thiết Kế Đồ Họa, Facebook Ads, Truyền Thông, Video Editing, Banner Design",https://www.vietnamworks.com/chuyen-vien-thiet-ke-do-hoa-full-time-6-5-tieng-ngay-17-22-trieu-1718259-jv?source=searchResults&searchType=2&placement=1718359&sortBy=date
Nhân Viên Xây Dựng Trải Nghiệm Khách Hàng,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Từ $500,Hà Nội,24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Premiere, Photoshop, Marketing Planning, Marketing 360 Process, Figma",https://www.vietnamworks.com/nhan-vien-xay-dung-trai-nghiem-khach-hang--1718344-jv?source=searchResults&searchType=2&placement=1718444&sortBy=date
Nhân Viên Nghiên Cứu Thị Trường (Ưu Tiên Nam Có Thể Thường Xuyên Đi Công Tác),Công Ty Cổ Phần Công Nghệ Thực Phẩm Châu Á (Micoem),Thương Lượng,Hà Nội,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Nghiên Cứu Thị Trường, FMCG, Phát Triển Sản Phẩm, Marketing Research, Phân Tích Thị Trường",https://www.vietnamworks.com/nhan-vien-nghien-cuu-thi-truong-uu-tien-nam-co-the-thuong-xuyen-di-cong-tac-1711276-jv?source=searchResults&searchType=2&placement=1711376&sortBy=date
Giám Đốc Kinh Doanh Thị Trường (Tiếng Anh và Tiếng Trung),Công Ty TNHH Deli Việt Nam,$1200 - $1700,Bắc Ninh,04/12/2023,Giám Đốc và Cấp Cao Hơn,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=21"">Kinh Doanh","Nghiên Cứu Thị Trường, Tiếp Thị, Tiếng Anh, Quảng Bá Tiếp Thị, Bán Hàng",https://www.vietnamworks.com/giam-doc-kinh-doanh-thi-truong-tieng-anh-va-tieng-trung-1710250-jv?source=searchResults&searchType=2&placement=1710350&sortBy=date
"Growth Marketing Leader (Salary Upto $1,300)",Công Ty Cổ Phần Công Nghệ Secomus,$800 - $1300,Hà Nội,15/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Market Research, Team Management, Leadership, Customer Segmentation, Growth Marketing",https://www.vietnamworks.com/growth-marketing-leader-salary-upto-1-300--1725528-jv?source=searchResults&searchType=2&placement=1725628&sortBy=date
Nhân Viên Digital MKT,Công Ty TNHH SSP CORPORATION,$500 - $500,Hồ Chí Minh,15/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Digital Marketing, SEO Writing, Google Adwords, Phát Triển Thương Hiệu",https://www.vietnamworks.com/nhan-vien-digital-mkt--1692366-jv?source=searchResults&searchType=2&placement=1692466&sortBy=date
Nhân Viên Content MKT + CS,Công Ty TNHH SSP CORPORATION,$450 - $450,Hồ Chí Minh,15/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Sales, Content Marketing, Báo Chí, SEO",https://www.vietnamworks.com/nhan-vien-content-mkt-cs-1-1725433-jv?source=searchResults&searchType=2&placement=1725533&sortBy=date
Nhân Viên Digital Marketing,Công Ty Cổ Phần Đầu Tư T&l Việt Nam,$1000 - $1800,Hà Nội,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Facebook Ads, Tiktok Ads, Truyền Thông Thương Hiệu, Đề Xuất Phương Án, Digital Marketing",https://www.vietnamworks.com/nhan-vien-digital-marketing--1720371-jv?source=searchResults&searchType=2&placement=1720471&sortBy=date
Tuyển Dụng Quản Lý Sáng Tạo Nội Dung Tiktok,Công Ty Truyền Thông R - Media,$600 - $800,Hà Nội,30/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content, Marketing Trực Tuyến, Truyền Thông, Báo Chí, Tiktok Ads",https://www.vietnamworks.com/tuyen-dung-quan-ly-sang-tao-noi-dung-tiktok-1720774-jv?source=searchResults&searchType=2&placement=1720874&sortBy=date
Marketing Manager,Trường Quốc Tế Brighton College Việt Nam,Thương Lượng,Hà Nội,14/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Truyền Thông, Education, Quảng Cáo",https://www.vietnamworks.com/marketing-manager--1725401-jv?source=searchResults&searchType=2&placement=1725501&sortBy=date
Marketing Manager,Công Ty Cổ Phần Thương Mại Calen,Thương Lượng,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Trade Marketing, Digital Marketing, Marketing Social, Brand Management, Marketing Design",https://www.vietnamworks.com/marketing-manager--1720729-jv?source=searchResults&searchType=2&placement=1720829&sortBy=date
Video Editor,"Công Ty Cổ Phần Angel Việt Nam ( Nhãn Hiệu: Wesser, Agi )",Thương Lượng,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quảng Cáo, Final Cut Pro, Truyền Thông, Adobe Premiere, Biên Tập",https://www.vietnamworks.com/video-editor--1709316-jv?source=searchResults&searchType=2&placement=1709416&sortBy=date
Paid Marketing,Ibibo,Thương Lượng,Hồ Chí Minh,23/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Marketing Campaign, SEM, SEO Campaigns",https://www.vietnamworks.com/paid-marketing-1717839-jv?source=searchResults&searchType=2&placement=1717939&sortBy=date
Content Marketing Executive,Công Ty Cổ Phần BM Windows,$500 - $1500,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Content Marketing, Content, Content Copy Writer, Media Plan",https://www.vietnamworks.com/content-marketing-executive--1720648-jv?source=searchResults&searchType=2&placement=1720748&sortBy=date
Nhân Viên Editor Tiktok,Công Ty Truyền Thông R - Media,$600 - $800,Hà Nội,30/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông Online, Tiktok Ads, Online Marketing, Editing, Manager",https://www.vietnamworks.com/nhan-vien-editor-tiktok-1720705-jv?source=searchResults&searchType=2&placement=1720805&sortBy=date
Nhân Viên Vận Hành Sàn TMĐT (Shopee- Tiktok),Công Ty Cổ Phần Đầu Tư T&l Việt Nam,Thương Lượng,Hà Nội,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Facebook Ads, Tiktok Ads, Truyền Thông Thương Hiệu, Đề Xuất Phương Án, Digital Marketing",https://www.vietnamworks.com/nhan-vien-van-hanh-san-tmdt-shopee-tiktok-1720572-jv?source=searchResults&searchType=2&placement=1720672&sortBy=date
Trưởng Phòng Thương Hiệu / Brand Manager,"Babeeni Co.,ltd",Thương Lượng,Hà Nội,23/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quản Lý Thương Hiệu, Truyền Thông, Marketing Development, Brand Marketing, Brand Management",https://www.vietnamworks.com/truong-phong-thuong-hieu-brand-manager--1717716-jv?source=searchResults&searchType=2&placement=1717816&sortBy=date
SEO Specialist,Jio Health,Thương Lượng,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Digital Marketing, Project Management, Technical Skill",https://www.vietnamworks.com/seo-specialist--1720642-jv?source=searchResults&searchType=2&placement=1720742&sortBy=date
Marketing Manager,Trung Tâm Đào Tạo Anh Ngữ Úc (Acet) - IDP Global,$3000 - $3500,Hồ Chí Minh,30/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Online Marketing, Digital Content Marketing, Social Media Managing, Budget Management, Integrated Marketing",https://www.vietnamworks.com/marketing-manager-1113-1-1-1-1--1720700-jv?source=searchResults&searchType=2&placement=1720800&sortBy=date
Marketing Executive,Công Ty TNHH Becamex Tokyu,Thương Lượng,Bình Dương,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Product Marketing, SEO, Google Ads, Social Media Marketing",https://www.vietnamworks.com/marketing-executive--1720510-jv?source=searchResults&searchType=2&placement=1720610&sortBy=date
Nhân Viên Biên Tập Bài Tiếp Thị (Content Marketing),Công Ty TNHH Dược Tâm Đan,Thương Lượng,Hồ Chí Minh,14/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, Biên Tập Nội Dung, Pharmaceuticals Industry, Marketing Planning, Xây Dựng Nội Dung",https://www.vietnamworks.com/nhan-vien-bien-tap-bai-tiep-thi-content-marketing-1724949-jv?source=searchResults&searchType=2&placement=1725049&sortBy=date
Báo Vnexpress - Tuyển Dụng Phóng Viên,Báo Điện Tử VnExpress.net,$500 - $1000,"Hà Nội, Hồ Chí Minh",14/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Editorial Writing, Content, Chụp Ảnh, Phỏng Vấn Nhân Vật",https://www.vietnamworks.com/bao-vnexpress-tuyen-dung-phong-vien--1725197-jv?source=searchResults&searchType=2&placement=1725297&sortBy=date
Digital Performance Marketing Director,Báo Điện Tử VnExpress.net,Thương Lượng,Hồ Chí Minh,14/12/2023,Giám Đốc và Cấp Cao Hơn,"Tiếp Thị, Quảng Cáo/Truyền Thông","Performance Marketing, Digital Marketing",https://www.vietnamworks.com/digital-performance-marketing-director-1725195-jv?source=searchResults&searchType=2&placement=1725295&sortBy=date
Trưởng Phòng Marketing - Lương Up to 40 Triệu,Công Ty TNHH Đầu Tư Và Phát Triển Dịch Vụ Trường Phát,$1500 - $2000,Hà Nội,23/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Online, Truyền Thông, Xây Dựng Chiến Lược, Quản Lý, Đàm Phán",https://www.vietnamworks.com/truong-phong-marketing-luong-up-to-40-trieu-1717633-jv?source=searchResults&searchType=2&placement=1717733&sortBy=date
Optimization & Growth Manager,Maison Retail Management International,Thương Lượng,Hồ Chí Minh,14/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Campaign Marketing, Business Administration, Campaign Planning, Analytical Skill, Finance",https://www.vietnamworks.com/optimization-growth-manager-1712847-jv?source=searchResults&searchType=2&placement=1712947&sortBy=date
Marketing Manager (Foreigner - Fluent English),"An Viet Thinh Co., Ltd (Eurofar Internaltional B.V)",Thương Lượng,Hồ Chí Minh,30/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Manufacturing, Social Media Marketing, Branding, Furniture, Adverising Marketing",https://www.vietnamworks.com/marketing-manager-foreigner-fluent-english--1720526-jv?source=searchResults&searchType=2&placement=1720626&sortBy=date
Giám Đốc Truyền Thông Marketing,Công Ty Cổ Phần Bệnh Viện Thẩm Mỹ Gangwhoo,Thương Lượng,Hồ Chí Minh,30/11/2023,Giám Đốc và Cấp Cao Hơn,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Development, Truyền Thông, Digital Marketing, Thẩm Mỹ, Nghiên Cứu Thị Trường",https://www.vietnamworks.com/giam-doc-truyen-thong-marketing-11-1720359-jv?source=searchResults&searchType=2&placement=1720459&sortBy=date
Trưởng/ Phó Phòng Quản Lý Dự Án - Tiếng Anh Thành thạo (Truyền Thông/ Truyền Hình/ Sự Kiện),Taj Việt Nam,$1500 - $2000,Hà Nội,30/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Quản Lý Dự Án, Leadership, Sự Kiện, Truyền Thông",https://www.vietnamworks.com/truong-pho-phong-quan-ly-du-an-tieng-anh-thanh-thao-truyen-thong-truyen-hinh-su-kien-1720391-jv?source=searchResults&searchType=2&placement=1720491&sortBy=date
"Content Marketing Specialist (Retail, US Market)",Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Từ $490,Hà Nội,14/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Copywriting, Facebook Ads, Product Marketing, English, E Commerce",https://www.vietnamworks.com/content-marketing-specialist-retail-us-market-1724997-jv?source=searchResults&searchType=2&placement=1725097&sortBy=date
Account Manager,Công Ty Cổ Phần Truyền Thông Elyx,Thương Lượng,Hồ Chí Minh,23/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Communication, Presentation, Time Management, MS Office",https://www.vietnamworks.com/account-manager-616--1717896-jv?source=searchResults&searchType=2&placement=1717996&sortBy=date
Nhân Viên Marketing Full-Time,Công Ty TNHH Trawise,$500 - $1000,Hà Nội,23/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Nội Dung Website, Marketing Strategy, Sự Kiện, Quản Lý Fanpage",https://www.vietnamworks.com/nhan-vien-marketing-full-time--1717696-jv?source=searchResults&searchType=2&placement=1717796&sortBy=date
Senior Influencer / KOC Marketing (Biết Tiếng Trung),Xing Yun Cloud Viet Nam,$700 - $850,Hồ Chí Minh,23/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Sáng Tạo Nội Dung, Phát Triển Mạng Xã Hội, Tiếng Anh, Hiệu Chỉnh Video, Quay Dựng Video",https://www.vietnamworks.com/senior-influencer-koc-marketing-biet-tieng-trung-1706260-jv?source=searchResults&searchType=2&placement=1706360&sortBy=date
Copywriter Content Lead,Tam Son International Joint Stock Company,Thương Lượng,Hồ Chí Minh,23/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Fashion, Copywriting, Leadership, Media Planning, Public Speaking",https://www.vietnamworks.com/copywriter-content-lead--1717617-jv?source=searchResults&searchType=2&placement=1717717&sortBy=date
Viral Marketing Staff (Strong Korean),Công Ty TNHH Kinh Doanh Miễn Thuế Lotte Phú Khánh,Thương Lượng,Đà Nẵng,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Korean, Photo Editing, Commercial Product Photography, Social Media Marketing, Content Creating",https://www.vietnamworks.com/viral-marketing-staff-strong-korean-1717149-jv?source=searchResults&searchType=2&placement=1717249&sortBy=date
Research Data Analyst,Analytix Intelligence Company Ltd.,Thương Lượng,Hồ Chí Minh,14/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Data Analysis, SPSS, Quantitative Analysis, Project Management, Qualitative Research",https://www.vietnamworks.com/research-data-analyst-1-1724878-jv?source=searchResults&searchType=2&placement=1724978&sortBy=date
Market Insights & Innovation Specialist (Nutrition),"Brenntag Vietnam Co, Ltd",Thương Lượng,Hà Nội,14/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Materials Strategy, Marketing Intelligence Analysis, Food Product, Business Innovation",https://www.vietnamworks.com/market-insights-innovation-specialist-nutrition-1724963-jv?source=searchResults&searchType=2&placement=1725063&sortBy=date
Trưởng Phòng Marketing - Thu Nhập Hấp Dẫn,Tập Đoàn Y Tế Việt - Nga,Từ $1000,Hà Nội,14/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Y Tế, Truyền Thông Quảng Cáo, Quan Hệ Báo Chí, Truyền Thông, Kinh Doanh",https://www.vietnamworks.com/truong-phong-marketing-thu-nhap-hap-dan--1711139-jv?source=searchResults&searchType=2&placement=1711239&sortBy=date
Design Marketing,Công Ty TNHH Karma Mobility Việt Nam,Thương Lượng,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Photoshop, Digital Marketing, Design, Thiết Kế, Advertising",https://www.vietnamworks.com/design-marketing--1719972-jv?source=searchResults&searchType=2&placement=1720072&sortBy=date
Content Marketing - Ưu Tiên Đi Làm Ngay (Chấp Nhận Sinh Viên Mới Ra Trường),Trường Cao Đẳng Nghề Công Nghệ Và Kỹ Thuật Trần Hưng Đạo,Từ $400,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quảng Cáo, Content Marketing, Social Media, SEO, Truyền Thông",https://www.vietnamworks.com/content-marketing-uu-tien-di-lam-ngay-chap-nhan-sinh-vien-moi-ra-truong-1720147-jv?source=searchResults&searchType=2&placement=1720247&sortBy=date
"Digital Marketing/ Nhân Viên Quảng Cáo (Facebook Ads, Google Ads) Upto 30 Triệu/tháng",Trường Cao Đẳng Nghề Công Nghệ Và Kỹ Thuật Trần Hưng Đạo,$650 - $1300,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quảng Cáo, Marketing Online, Google Ads, Phân Tích Dữ Liệu, Content Marketing",https://www.vietnamworks.com/digital-marketing-nhan-vien-quang-cao-facebook-ads-google-ads-upto-30-trieu-thang-1720144-jv?source=searchResults&searchType=2&placement=1720244&sortBy=date
Brand and Sales Marketing Manager,Sunrise Events Vietnam,$1000 - $2000,Hồ Chí Minh,29/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Leader, Brand Creation, New Customer Acquisitions, Market Analysis, Roi Management",https://www.vietnamworks.com/brand-and-sales-marketing-manager-1720154-jv?source=searchResults&searchType=2&placement=1720254&sortBy=dateTên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Marketing Support / Admin Page,"Nihon Denkei Vietnam Co.,Ltd",Thương Lượng,Hà Nội,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quản Lý Web, Tiếng Nhật, Tiếng Anh, Quản Lý Hình Ảnh Thương Hiệu, Truyền Thông",https://www.vietnamworks.com/marketing-support-admin-page-1724767-jv?source=searchResults&searchType=2&placement=1724917&sortBy=date
Social Media Assistant Manager,Công Ty TNHH Bantam Point,$900 - $1500,Đà Nẵng,29/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, Marketing Strategy, SEO Knowledge, Communication, Digital Marketing",https://www.vietnamworks.com/social-media-assistant-manager--1720023-jv?source=searchResults&searchType=2&placement=1720173&sortBy=date
Nhân Viên Quản Lý Sản Phẩm – Phòng Marketing (02 Người),Công Ty Cổ Phần Traphaco,Thương Lượng,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quản Lý Sản Phẩm, Marketing Admin, Dược Phẩm, Nghiên Cứu Thị Trường, Phát Triển Sản Phẩm",https://www.vietnamworks.com/nhan-vien-quan-ly-san-pham-phong-marketing-02-nguoi-1719890-jv?source=searchResults&searchType=2&placement=1720040&sortBy=date
Trưởng Phòng Sản Phẩm Du Lịch - Product Manager,Công Ty Cổ Phần Dịch Vụ Du Lịch & Thương Mại TST,Thương Lượng,Hồ Chí Minh,22/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Du Lịch Lữ Hành, Tiếng Anh, Nghiên Cứu Thị Trường, Giám Sát, Xây Dựng Quan Hệ",https://www.vietnamworks.com/truong-phong-san-pham-du-lich-product-manager--1717390-jv?source=searchResults&searchType=2&placement=1717540&sortBy=date
Chuyên Viên Marketing,Công Ty Cổ Phần Thương Mại Tư Vấn Và Xây Dựng Vĩnh Hưng,Thương Lượng,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Biên Tập Video, Tổ Chức Sự Kiện, Theo Dõi Hợp Đồng, Thanh Toán Công Nợ, Digital Marketing",https://www.vietnamworks.com/chuyen-vien-marketing--1719834-jv?source=searchResults&searchType=2&placement=1719984&sortBy=date
Project Assistant,Pico HCMC Ltd,Thương Lượng,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Preparing Proposals, Event, Event Operation, MS Office",https://www.vietnamworks.com/project-assistant-91--1724646-jv?source=searchResults&searchType=2&placement=1724796&sortBy=date
Nhân Viên Truyền Thông Kỹ Thuật Số/ Digital Associate,Công Ty Cổ Phần Dược Phẩm Đạt Vi Phú ( DAVIPHARM ),Thương Lượng,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Quảng Cáo, Truyền Thông Thương Hiệu, Thiết Kế, Marketing Trực Tuyến",https://www.vietnamworks.com/nhan-vien-truyen-thong-ky-thuat-so-digital-associate--1724660-jv?source=searchResults&searchType=2&placement=1724810&sortBy=date
Retail Marketing Manager,"LOTTE Properties Hanoi Co., Ltd",Thương Lượng,Hà Nội,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Retail, Marketing Bán Lẻ, Retail, Sales Planning, Marketing Management",https://www.vietnamworks.com/retail-marketing-manager--1724641-jv?source=searchResults&searchType=2&placement=1724791&sortBy=date
Trưởng Phòng Marketing - Có Kinh Nghiệm Ngành Hàng Bia/nước Ngọt,Công Ty Cổ Phần Bia Quốc Tế TTC,Thương Lượng,Hà Nội,29/11/2023,Giám Đốc và Cấp Cao Hơn,"Tiếp Thị, Quảng Cáo/Truyền Thông","Kinh Doanh Rượu Bia, Phát Triển Thương Hiệu, Quảng Bá Thương Hiệu, Bán Lẻ Bán Buôn, Marketing Strategy",https://www.vietnamworks.com/truong-phong-marketing-co-kinh-nghiem-nganh-hang-bia-nuoc-ngot--1719650-jv?source=searchResults&searchType=2&placement=1719800&sortBy=date
"Quản Lý Dự Án - Sự Kiện, Triển Lãm",Công Ty Cổ Phần Quảng Cáo Và Xúc Tiến Thương Mại Đông Nam,Thương Lượng,Hồ Chí Minh,29/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Project Management, Đánh Giá Triển Khai, Phân Tích Nghiên Cứu, Đánh Giá Thị Trường, Lập Kế Hoạch",https://www.vietnamworks.com/quan-ly-du-an-su-kien-trien-lam-1719675-jv?source=searchResults&searchType=2&placement=1719825&sortBy=date
Giảng Viên Chuyên Ngành Marketing và Truyền Thông,"Trường Quản Trị Và Kinh Doanh, ĐHQGHN",$1100 - $2200,Hà Nội,29/11/2023,Nhân viên,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=1"">Giáo Dục","English, Nghiên Cứu, Giảng Dạy, Truyền Thông, Tiếp Thị",https://www.vietnamworks.com/giang-vien-chuyen-nganh-marketing-va-truyen-thong-1--1719661-jv?source=searchResults&searchType=2&placement=1719811&sortBy=date
Chuyên Viên Digital Marketing (Senior Digital Marketing),Công Ty CP Quảng Cáo Kỹ Thuật Số Việt (Vds),Thương Lượng,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Google, Content Marketing, SEO, Social Media",https://www.vietnamworks.com/chuyen-vien-digital-marketing-senior-digital-marketing-1724421-jv?source=searchResults&searchType=2&placement=1724571&sortBy=date
Nhân Viên Digital Marketing,Công Ty Cổ Phần Dược Phẩm Thái Minh,Thương Lượng,Hà Nội,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Ads Campaign, Marketing Planning, Xây Dựng Nội Dung, Chiến Dịch Truyền Thông",https://www.vietnamworks.com/nhan-vien-digital-marketing--1716863-jv?source=searchResults&searchType=2&placement=1717013&sortBy=date
Trưởng Phòng Marketing [Lương Cứng 35M + Thưởng Kinh Doanh],Công Ty TNHH G-Luxury,$1500 - $3000,Hà Nội,21/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Xây Dựng Chiến Lược, Phân Tích Thị Trường, Đánh Giá Đối Thủ, Branding",https://www.vietnamworks.com/truong-phong-marketing-luong-cung-35m-thuong-kinh-doanh-1704623-jv?source=searchResults&searchType=2&placement=1704773&sortBy=date
Social Media Manager,Chi Communications,Thương Lượng,Hồ Chí Minh,28/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Media, PR Communication, Advertisement Management, Facebook Ads, Content Creating",https://www.vietnamworks.com/social-media-manager--1719427-jv?source=searchResults&searchType=2&placement=1719577&sortBy=date
Senior Account Executive,Công Ty TNHH Thiết Kế Lập Phương,Thương Lượng,Hồ Chí Minh,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quản Lý Dự Án, Sales B2B, Full Service Agency, Account Management, Project Management",https://www.vietnamworks.com/senior-account-executive--1724158-jv?source=searchResults&searchType=2&placement=1724308&sortBy=date
Marketing Team Leader,Công Ty Cổ Phần Giải Pháp Tự Động Hóa Etek,$500 - $700,Hà Nội,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Online, Photoshop, Thiết Kế Đồ Họa, Digital Marketing, Quản Lý Ngân Sách",https://www.vietnamworks.com/marketing-team-leader--1724261-jv?source=searchResults&searchType=2&placement=1724411&sortBy=date
Subleader Customer Service,Công Ty Merchize,Thương Lượng,Hà Nội,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Tìm Kiếm Khách Hàng, Phát Triển Khách Hàng, Báo Cáo Tổng Kết, Phân Tích Thị Trường, Giao Tiếp",https://www.vietnamworks.com/subleader-customer-service-1711711-jv?source=searchResults&searchType=2&placement=1711861&sortBy=date
Chuyên Viên PR - Marketing Quốc Tế,Công Ty TNHH Thương Mại Và Sản Xuất Tuấn Minh,Thương Lượng,Hà Nội,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Google Analytics, Webmaster Tools, SEO, Quảng Cáo, Truyền Thông",https://www.vietnamworks.com/chuyen-vien-pr-marketing-quoc-te-1707760-jv?source=searchResults&searchType=2&placement=1707910&sortBy=date
